id_site,date,B0,B1,B2,B3,B4,B5,B6,B7,B8,B9,dju
P531,2014-02-11,382.381238977,159.646376918,309.713670817,364.368890108,298.613227356,277.111793045,230.480754598,212.027844259,86.2376313367,324.936912742,283.2
P531,2014-02-12,298.4336773,254.130236331,225.710208562,350.794950344,459.391125742,19.4394162128,344.483141417,0.0,233.791933743,343.397184545,283.2
P531,2014-02-13,0.0,306.74111479,256.392097717,327.31491445,242.873770051,339.866226936,282.959681296,274.589352332,117.322717097,220.414368187,283.2
P531,2014-02-14,351.444587168,327.192882348,215.292504027,317.63345073,331.875137692,223.424832127,313.982412261,312.170353514,201.346508793,279.007362128,283.2
P531,2014-02-15,327.310769136,391.957257054,206.56184986,253.325180439,157.512731063,0.0,0.0,100.610710092,286.09789659,0.0,283.2
P531,2014-02-16,381.812959794,217.8484543,274.39844807,447.275911634,193.383684177,189.758712882,397.517803664,372.637816303,0.0,0.0,283.2
P531,2014-02-17,431.173044117,109.592678777,442.323237115,292.374395247,460.020499547,347.496164385,246.475487007,533.246280391,310.055685362,403.367418976,283.2
P531,2014-02-18,320.349231069,318.181999862,323.13170103,312.370839124,0.0,325.94834982,291.693413158,426.505908921,402.715840102,0.0,283.2
P531,2014-02-19,268.929565165,171.573252303,244.16968048,419.509589836,112.468619387,0.0,356.43801945,118.131930833,524.637990836,0.0,283.2
P531,2014-02-20,293.050221635,365.36825558,340.802074001,307.035856268,288.146192373,213.77799258,271.739147158,317.979556975,402.056685932,293.360660312,283.2
P531,2014-02-21,0.0,357.883376411,305.804442,287.622464007,200.919473341,327.835643655,223.907406597,281.072611272,199.38979377,381.904354978,283.2
P531,2014-02-22,185.493467908,321.167931548,309.857873639,480.871128661,309.592648432,198.440478838,397.793090496,313.971301965,348.204035167,0.0,283.2
P531,2014-02-23,200.878373156,431.787036442,358.372230677,0.0,139.524111642,362.44592512,224.703517281,304.463572359,394.156372297,-13.9118464275,283.2
P531,2014-02-24,370.110093366,223.832561223,265.923645161,0.0,408.706913686,346.044329161,268.583884056,243.026072151,0.0,0.0,283.2
P531,2014-02-25,288.60501079,265.507182223,492.278462003,354.421360512,204.619632641,246.803806778,252.35207536,48.1641423762,456.350412309,363.439380863,283.2
P531,2014-02-26,250.861632416,0.0,304.592771171,218.016829439,272.235042783,277.834031199,483.2663135,402.049730374,0.0,254.826289244,283.2
P531,2014-02-27,0.0,0.0,0.0,411.714960522,412.691038794,533.880065325,0.0,98.5999782031,224.089096297,218.734165029,283.2
P531,2014-02-28,328.980670499,260.378154549,432.660532014,429.865473153,416.183255609,314.860163776,283.146403784,425.2411714,102.635295536,370.621071352,283.2
P531,2014-03-01,442.870938485,0.0,0.0,467.994452113,445.507389753,384.284496659,196.194134953,518.393622526,292.546605087,256.227122801,227.1
P531,2014-03-02,180.712895774,172.272425897,180.458462265,336.100235156,393.379866018,0.0,330.234496983,214.229677918,422.719761761,269.394628411,227.1
P531,2014-03-03,175.436874843,442.383072329,0.0,0.0,304.767212413,223.814371208,307.819092255,0.0,296.538911148,0.0,227.1
P531,2014-03-04,390.796924463,437.928477055,253.019053244,129.75801189,0.0,282.926458271,280.304075354,335.134096062,199.792473576,229.909803487,227.1
P531,2014-03-05,355.682002805,296.133873037,0.0,188.116728261,371.38534286,414.592497746,260.196510199,359.056738352,388.463560888,397.89774852,227.1
P531,2014-03-06,425.396812506,341.713000503,287.002037946,160.706655474,224.729912201,381.751557925,354.914154588,463.872178758,0.0,313.209656903,227.1
P531,2014-03-07,374.948843106,361.684239332,205.85038576,225.36637164,341.56041819,325.063866444,555.870056976,394.328221295,223.487036607,0.0,227.1
P531,2014-03-08,283.866601074,198.27605692,311.80567719,301.982806977,355.798158111,262.590657214,57.7733791899,349.469519347,294.716756086,135.40393091,227.1
P531,2014-03-09,182.737040355,0.0,343.50290332,422.989933604,527.011319232,0.0,412.053811255,604.610417314,288.549618478,295.435166401,227.1
P531,2014-03-10,391.817502848,500.16509897,299.556542357,0.0,271.846381428,32.8634948469,48.9420682439,303.735370955,279.483011897,343.41477878,227.1
P531,2014-03-11,317.926757494,299.500844409,243.534681433,148.014045531,443.147642445,453.367514151,0.0,310.245559998,437.032698341,362.167791882,227.1
P531,2014-03-12,328.881534458,418.387159971,239.194491344,146.192656586,0.0,317.60040565,468.708918151,382.693610556,346.956517739,314.699483038,227.1
P531,2014-03-13,407.23871857300003,372.147819048,336.593631963,-79.2401118642,325.004145695,379.976216905,410.125057424,0.0,351.924309544,123.933312229,227.1
P531,2014-03-14,239.755209305,257.12339339,179.93421616,284.238181634,243.295624746,320.041822277,306.319171013,226.073751677,380.024509522,253.530658033,227.1
P531,2014-03-15,451.073928927,386.191283528,271.876719796,316.066472175,377.879698704,130.7546805,0.0,0.0,288.052990389,332.356742478,227.1
P531,2014-03-16,155.534591471,0.0,208.092326646,284.092069169,466.541092342,291.256739334,307.441072244,532.900685736,277.699889156,355.449019165,227.1
P531,2014-03-17,167.651188477,0.0,366.640852083,0.0,455.619233532,406.901521907,308.349140465,204.88557136,217.649219354,0.0,227.1
P531,2014-03-18,189.04062369,385.051018565,209.567981502,366.379038558,0.0,0.0,342.304141897,179.460779801,505.280249256,224.130358557,227.1
P531,2014-03-19,347.456510969,234.344472625,272.030465471,296.543449092,299.853537306,210.065662613,362.945232942,139.774135001,133.704369416,370.590066398,227.1
P531,2014-03-20,0.0,135.988686109,382.955421337,260.872159567,341.845037136,427.790788119,233.123537552,0.0,361.052279967,165.489881094,227.1
P531,2014-03-21,349.985018781,362.294590496,427.265779465,270.034215322,414.923016245,355.454399163,192.023975065,389.604378384,0.0,330.772529671,227.1
P531,2014-03-22,307.298544313,298.122415427,317.048442309,338.022690123,459.18354232,289.245305807,248.192963417,0.0,285.561351848,277.612951205,227.1
P531,2014-03-23,266.314200915,0.0,395.617622923,391.422516447,279.80621387,0.0,270.807079573,362.520784984,232.474530071,190.414457164,227.1
P531,2014-03-24,213.518242002,228.225180652,396.235088121,286.043490296,263.242500002,253.376172652,298.97288193,327.077027751,309.864235032,458.387473183,227.1
P531,2014-03-25,357.190840366,387.827491969,276.226347804,340.972526142,262.87033815,285.720748665,283.597043114,209.089071243,249.496085049,411.654954789,227.1
P531,2014-03-26,359.889385127,0.0,407.024588678,258.21413999,233.757049486,430.929571118,182.932048413,0.0,224.213777861,274.269647457,227.1
P531,2014-03-27,0.0,466.173053332,369.554868739,240.548818961,303.550670211,401.872831066,315.292311412,155.466176839,321.062307557,318.708413104,227.1
P531,2014-03-28,233.793895433,85.0976692288,516.559126698,212.059122269,372.792123458,166.917412026,376.702979178,231.924575879,480.438434182,258.682559785,227.1
P531,2014-03-29,166.473712696,263.786437381,205.717022769,197.6021167,182.545366665,315.00138881,257.545531165,0.0,374.134051368,374.75777251,227.1
P531,2014-03-30,486.375813931,243.138515556,334.181141943,185.763140353,202.850805566,230.069698805,185.25496713,229.086349523,126.596184439,163.918073049,227.1
P531,2014-03-31,391.67799701,204.756332383,104.12059985,164.684634466,315.604360954,450.088211575,287.531043084,379.231295349,135.653940724,0.0,227.1
P531,2014-04-01,234.73291205,291.377282421,217.647822491,0.0,329.505412152,469.465852619,402.435186424,167.802735386,84.0876446531,364.94018145,142.3
P531,2014-04-02,410.7670183,247.288053977,342.847473585,188.250687459,533.491752052,336.796030798,251.917566489,0.0,423.863439215,293.07857154,142.3
P531,2014-04-03,160.816532974,246.795275628,408.003476205,291.480276975,345.610025951,287.471441277,296.013767535,240.421185777,292.412489251,186.705286978,142.3
P531,2014-04-04,272.769572294,198.133016988,456.264476755,207.042126547,340.0237718,336.399586996,235.767790106,219.935785787,270.639990935,399.644380703,142.3
P531,2014-04-05,237.511211304,439.233563961,191.159927099,0.0,378.885022819,296.224940959,172.281355813,336.006960774,319.105319374,339.398004428,142.3
P531,2014-04-06,323.767034936,486.385047944,195.153814599,525.130030242,168.746840399,267.182955565,143.278838178,266.407319385,397.661071437,248.385894829,142.3
P531,2014-04-07,392.959733346,179.271743618,255.717612399,205.959475445,81.6958236805,294.836630651,391.768412683,363.813598141,303.009612753,285.564940043,142.3
P531,2014-04-08,0.0,440.35927395,350.728197922,276.236351962,283.092647289,137.038041575,440.204626329,184.803694704,391.064999786,330.299473778,142.3
P531,2014-04-09,219.723768567,119.988591384,0.0,322.060231129,236.561494574,380.134767303,223.155348832,384.854175835,267.954641159,257.793524967,142.3
P531,2014-04-10,365.095071474,307.2577429,254.41989656,307.836730643,371.134399216,0.0,292.139445874,225.902594418,325.40836229,0.0,142.3
P531,2014-04-11,444.901283326,323.32323356,256.105681581,228.204462876,339.568781351,193.415206958,368.719903966,372.570715128,378.110120094,335.531348989,142.3
P531,2014-04-12,0.0,294.016456439,490.107721675,212.345293977,369.918897029,0.0,302.448562954,321.034547943,380.924274364,372.647898778,142.3
P531,2014-04-13,0.0,392.640364743,335.761704516,210.314807616,363.430527584,242.242058057,257.093199032,380.662940994,287.367752253,401.772656292,142.3
P531,2014-04-14,333.334106699,541.498807346,0.0,142.184491826,401.741441041,111.580483481,273.62785813,313.52771061,319.336853728,281.070898278,142.3
P531,2014-04-15,346.152746195,101.486466825,0.0,280.715735531,140.47143832,329.50642307,395.018250994,0.0,285.09687334,208.280758744,142.3
P531,2014-04-16,177.796332837,164.560357234,300.479832938,319.060264047,251.100203256,271.2368082,276.716969599,309.900338613,0.0,367.338019157,142.3
P531,2014-04-17,0.0,210.275105572,385.231454224,293.746239375,376.452546628,378.786317025,65.6114351086,300.09084113,377.624275151,284.87340994,142.3
P531,2014-04-18,210.778879041,240.261932196,418.369839335,0.0,213.510226905,308.798835506,271.087192996,305.90477601,539.096886277,333.793267861,142.3
P531,2014-04-19,242.794239544,281.446509955,429.084102527,504.135345582,396.161786169,308.608059759,0.0,184.940458525,414.172913217,397.345540759,142.3
P531,2014-04-20,389.594355332,196.657600407,324.010074209,277.858050822,289.718998256,234.305584375,337.634850779,0.0,0.0,358.527965288,142.3
P531,2014-04-21,306.259891642,403.563854345,321.238518818,259.091467087,296.151617757,398.88467118,337.860758734,436.290015853,288.809190334,232.816535627,142.3
P531,2014-04-22,276.380678609,243.89430097,505.238341807,256.446173315,195.031185846,181.569269978,458.15250243,127.58050748,225.998833066,449.150554957,142.3
P531,2014-04-23,331.437015244,0.0,0.0,248.820770957,368.457905355,0.0,214.537060401,282.282154848,345.877081066,0.0,142.3
P531,2014-04-24,344.051136755,381.789552584,207.877365411,247.89365888,254.185870212,329.211367532,269.929812451,0.0,278.427249375,347.828446899,142.3
P531,2014-04-25,150.927239062,312.765598939,296.214070752,392.397213475,373.970754838,344.363295966,0.0,318.438894565,327.997102443,102.829093021,142.3
P531,2014-04-26,87.3213257031,363.901191528,377.447917426,0.0,370.334057261,211.424577542,145.252774582,216.0182791,0.0,497.278557658,142.3
P531,2014-04-27,282.843706141,416.441861969,200.380794083,456.354763371,0.0,308.85061581,369.412935998,161.058063657,199.240469241,532.404274163,142.3
P531,2014-04-28,372.236137796,303.579981132,173.042752599,256.686217838,277.050510466,178.651693156,516.573926583,290.227963231,0.0,337.959785673,142.3
P531,2014-04-29,287.014500556,200.399632108,333.322373437,261.978085186,159.421767589,248.178167722,360.575216141,215.376844956,-17.8607478959,117.808739363,142.3
P531,2014-04-30,213.887298351,0.0,220.377626782,117.673176033,418.090225748,303.048004903,437.727470253,258.23252275,393.894098793,257.316511459,142.3
P531,2014-05-01,386.555422762,209.899909827,336.85142576,380.968787186,502.644756392,566.669563299,141.603322555,406.982908316,362.574501385,55.7263052256,112.5
P531,2014-05-02,427.388109126,442.416760186,260.874355532,287.468711154,274.323645305,0.0,467.279412046,252.750389654,386.604962652,332.777182182,112.5
P531,2014-05-03,244.497437822,340.099877861,281.913466439,425.456146432,308.580722487,0.0,315.107246741,492.051401686,172.374848842,0.0,112.5
P531,2014-05-04,395.039858731,212.645024351,441.374045093,244.867830031,185.201593884,162.41389919,236.664174719,189.945977777,249.132127477,293.013222942,112.5
P531,2014-05-05,356.413890709,106.145011735,0.0,0.0,315.848717525,443.215996669,99.9212995306,0.0,430.672979928,414.308404923,112.5
P531,2014-05-06,328.220008496,394.527057617,151.689130116,393.162127512,319.603682584,355.859029132,363.53487392,397.516119886,324.564417579,266.297163613,112.5
P531,2014-05-07,324.271762405,437.198983643,384.418340559,316.239371822,518.861063663,133.859095888,112.164934118,259.961881824,299.55585483,436.234622191,112.5
P531,2014-05-08,389.141834388,330.457726052,391.396172029,404.028412313,174.701058863,517.682044433,344.010285227,212.992640048,444.793590244,272.355417349,112.5
P531,2014-05-09,57.9737440111,356.94128885600003,319.232097381,360.6570473,335.165976537,355.398564726,290.959423374,401.910938917,0.0,291.047153611,112.5
P531,2014-05-10,318.789508669,417.553680837,175.160861137,342.18608385,292.703195841,225.499767624,424.77423622,167.885372046,433.139995,0.0,112.5
P531,2014-05-11,142.050550297,382.280547524,243.524632009,235.503848543,186.64935624,170.882468608,161.435093395,192.954973606,426.434791971,343.9525745,112.5
P531,2014-05-12,0.0,0.0,310.182335418,396.47886044,440.672168888,0.0,400.700956508,0.0,250.688847605,254.653156345,112.5
P531,2014-05-13,288.350459152,223.812621461,319.964631689,0.0,275.098504972,262.630090757,408.21938166,0.0,91.3652112993,330.945185,112.5
P531,2014-05-14,132.929280602,289.920084623,229.002640865,0.0,363.744031865,271.310929802,339.345438521,227.173039802,0.0,283.336794139,112.5
P531,2014-05-15,456.322712486,418.911216485,566.062481124,338.708223485,406.759438662,330.070427688,298.983774853,0.0,389.642408126,199.292848301,112.5
P531,2014-05-16,301.439188165,0.0,128.455706395,345.686731159,415.349203718,0.0,-2.7346002459,312.531569495,157.013879795,256.823471456,112.5
P531,2014-05-17,233.887841346,277.641011447,378.458644098,468.928974975,261.338133617,0.0,321.888476056,196.005650809,215.216602824,194.059366526,112.5
P531,2014-05-18,436.354854236,92.6838000934,333.559734433,391.643752989,288.952100572,513.473093022,168.38684833,281.943166291,193.426728684,433.842380366,112.5
P531,2014-05-19,0.0,310.135789285,289.198084459,341.070173943,224.417368906,0.0,0.0,326.376215289,0.0,363.321061644,112.5
P531,2014-05-20,264.404610478,478.232804505,0.0,372.155337308,0.0,384.204544672,287.171846408,224.728098269,217.453155937,413.371223722,112.5
P531,2014-05-21,149.896517729,219.646739557,312.658463864,339.622448802,305.619003059,222.731366804,308.557290299,217.994493634,533.26864542,324.179585633,112.5
P531,2014-05-22,313.661010318,180.594871109,413.085164604,320.464536736,179.32276726,377.966808616,200.649839649,406.587515737,198.027576841,217.383981035,112.5
P531,2014-05-23,326.573994291,384.278951385,401.252566906,127.884820658,451.921550291,313.65895682,452.02878409,156.208674061,279.575536778,133.520349354,112.5
P531,2014-05-24,418.255036244,29.9541812504,151.153961454,389.177470497,339.478047266,184.413041853,251.728058395,182.366755783,284.659709602,380.590856791,112.5
P531,2014-05-25,182.590252628,359.593396656,387.52030269,325.254095868,306.058970414,151.932795467,130.192703227,0.0,197.844626581,353.762558727,112.5
P531,2014-05-26,270.603273834,291.876959237,376.988707368,293.378943944,249.459021996,114.215643522,455.357072131,278.928562682,214.81234492,293.868665611,112.5
P531,2014-05-27,0.0,483.365455873,415.332896301,417.052499329,423.558549744,550.51748424,440.54780659,304.582560638,317.579535278,258.280681062,112.5
P531,2014-05-28,273.92354426000003,408.374845625,311.163033152,320.343547053,237.487164359,146.723934093,276.178884604,283.522273562,275.892645893,297.71490039,112.5
P531,2014-05-29,288.092845978,188.736937177,0.0,355.069082352,308.772447768,380.700503477,365.783537623,298.906756949,341.463006851,331.301179111,112.5
P531,2014-05-30,238.856827368,155.782833641,150.655487468,416.324258732,149.39949963,236.57328117,209.407442262,142.289442262,204.414300857,274.933688743,112.5
P531,2014-05-31,377.615750128,370.30339496,401.334341437,318.052370697,329.145717925,298.367822985,458.060663546,457.217847377,312.257617625,0.0,112.5
P532,2014-01-01,0.0,39.138496033,367.128435651,0.0,344.265586597,0.0,222.616703015,232.289722672,342.395042185,195.252769986,325.3
P532,2014-01-02,253.425428641,0.0,358.16229464,328.585556452,377.960823159,204.27509759,452.334936654,0.0,203.156395394,337.096518389,325.3
P532,2014-01-03,208.562222556,0.0,304.979459309,544.662730173,164.820220851,294.844443672,275.330199557,0.0,164.830616067,452.883302191,325.3
P532,2014-01-04,172.175698162,340.955203732,0.0,315.573335966,297.204522499,222.709562491,319.135955947,349.621135054,268.602957711,305.847875199,325.3
P532,2014-01-05,330.962946423,170.676233542,351.058985108,318.510839813,479.369789628,124.97947671,369.567035665,22.7025375674,398.604573743,293.370775538,325.3
P532,2014-01-06,394.912417831,0.0,292.866770338,208.510064987,310.333187765,346.430382281,266.017869021,365.616107648,269.682474952,0.0,325.3
P532,2014-01-07,0.0,281.192902849,303.81988365,243.308348535,246.274920117,448.780045014,368.772170002,196.616342751,245.116572627,287.391345194,325.3
P532,2014-01-08,258.794206702,370.511849018,274.545858123,221.377591514,355.233436236,274.595311989,259.683730443,389.062551451,201.978539059,315.452893076,325.3
P532,2014-01-09,471.269376938,0.0,307.000151986,353.849921506,375.948166446,239.623995959,214.645780298,444.502477844,374.630921111,206.36109182,325.3
P532,2014-01-10,294.11017063,336.075065055,250.442600841,199.869377048,251.168463094,298.680604637,0.0,360.331406648,384.916527976,475.858852942,325.3
P532,2014-01-11,319.05142025,332.597062257,0.0,365.116247595,271.502075501,394.122950377,210.273175223,341.073320305,261.949010945,252.541114117,325.3
P532,2014-01-12,468.262082917,297.801192905,309.705640483,229.323390782,392.801701984,327.461640418,496.803333211,424.723562233,195.227519058,257.012911065,325.3
P532,2014-01-13,137.578073451,401.841548323,286.661385757,332.898520982,261.801946945,286.474364581,456.765691309,300.189873142,236.503492664,181.956062835,325.3
P532,2014-01-14,213.077512428,393.094205984,228.25106139,0.0,314.307001963,137.48448385,375.613383539,287.786895025,423.04922538,195.317263283,325.3
P532,2014-01-15,289.495160999,354.911601012,247.063024227,0.0,242.962625524,441.391109209,136.001346205,176.337676516,302.103645532,292.051645789,325.3
P532,2014-01-16,333.035184805,0.0,349.549394324,27.6134694587,379.064067455,0.0,0.0,196.179602215,207.530997353,329.863651849,325.3
P532,2014-01-17,402.928391261,257.631494138,474.501113279,0.0,309.427692703,228.531682434,274.704446043,286.927673164,297.506648847,246.674052204,325.3
P532,2014-01-18,302.437393271,32.6104152937,341.525955917,335.662470078,448.419504107,188.336104894,290.283337416,354.888449138,106.261632352,344.131350666,325.3
P532,2014-01-19,0.0,454.721543915,306.916254696,304.140010084,0.0,126.574750304,286.158405848,354.820993629,184.942124724,0.0,325.3
P532,2014-01-20,207.86380034,347.252992188,439.204123185,419.399361234,0.0,293.87105539,379.966714946,547.349679038,252.581110547,238.412876388,325.3
P532,2014-01-21,361.284006249,453.162091967,317.022801992,357.438800843,339.255115404,278.671875467,162.328298291,0.0,361.527485378,321.577680894,325.3
P532,2014-01-22,401.588962954,0.0,0.0,375.282559412,302.531277923,285.487246179,301.674119898,393.587451197,316.222124162,318.817235092,325.3
P532,2014-01-23,307.652680444,496.499909354,323.315849675,462.224171846,376.060623334,362.412574749,210.29098678,272.588507582,298.783870817,237.38326765,325.3
P532,2014-01-24,430.263000088,192.910845133,325.486610674,478.965352945,305.154117627,349.378264538,241.069214398,379.340907521,462.550725658,375.76300353,325.3
P532,2014-01-25,337.22665736,274.438664096,309.139099348,104.953634661,365.739701703,499.629134926,0.0,268.713658308,182.773327258,252.663573255,325.3
P532,2014-01-26,212.713973842,348.776554207,281.923199973,211.515784814,353.962715061,0.0,284.481546742,307.558810322,374.444099059,291.920634376,325.3
P532,2014-01-27,249.281205043,36.209256648,344.086609505,302.715784226,267.529548102,374.401685627,303.60474298,412.047172066,358.795474104,269.379291047,325.3
P532,2014-01-28,260.803022577,470.276133593,368.128404112,286.343597116,430.821759832,392.637915728,350.24919228,339.629906438,494.365584333,349.239449279,325.3
P532,2014-01-29,249.566789046,516.426120333,218.496899251,237.622021742,161.532625701,255.991702246,406.988750252,64.598070664,88.774675055,126.794019505,325.3
P532,2014-01-30,253.005340278,191.933663538,296.125461324,406.048998547,339.946538127,233.358285513,144.21097061,257.685325852,251.822288237,189.215608487,325.3
P532,2014-01-31,257.043048012,222.484507455,211.352494992,373.256720706,194.184691471,587.377611814,230.978653147,482.224161529,432.293767202,342.296353566,325.3
P532,2014-02-01,338.143364981,499.995471295,267.132289741,476.359200531,281.960966344,316.559559122,246.459927816,0.0,219.040292364,148.789852208,283.2
P532,2014-02-02,313.314171021,194.670796991,0.0,332.653228694,253.178782505,315.264460291,310.143171028,288.13787839,342.867952119,164.238028346,283.2
P532,2014-02-03,14.3603370061,266.943554622,373.399160341,183.018483404,318.249955965,436.201864532,297.887081861,0.0,499.546629577,186.828081454,283.2
P532,2014-02-04,371.573254953,300.05855369,322.524802344,304.325252097,371.683451345,381.465546287,207.470868731,206.586591946,376.504342267,171.368492961,283.2
P532,2014-02-05,262.056722953,187.465646307,322.287109029,404.153245624,309.747311436,462.680985082,389.065826816,350.748624894,368.034404078,225.338894561,283.2
P532,2014-02-06,191.431345832,333.172357014,0.0,273.914700033,262.05294996,437.355966647,263.797963708,506.995386367,361.977259565,254.408102736,283.2
P532,2014-02-07,296.379793338,316.487124233,152.0988231,275.857632653,321.657920952,344.123205472,410.906417521,352.349769102,156.970634458,401.27815779,283.2
P532,2014-02-08,130.976894171,276.383135566,462.794346182,178.627972119,536.329695014,174.246201522,332.673971547,379.432625834,0.0,191.460900624,283.2
P532,2014-02-09,421.957783773,376.023353676,504.658198866,0.0,408.807955336,0.0,348.441243987,249.370105743,285.922030137,287.657994041,283.2
P532,2014-02-10,154.169752362,316.761977512,384.50514914,285.693119883,395.48410106,274.26921754,240.849876801,309.230320246,297.737455528,375.865963981,283.2
P532,2014-02-11,378.513251514,88.9643735495,443.849929472,460.368879398,0.0,249.241458519,458.73557373,341.657102148,0.0,348.918330419,283.2
P532,2014-02-12,175.451895451,332.616112011,216.470002305,354.155420234,335.053132671,209.539285689,212.474055823,331.509014294,217.405078803,359.889001185,283.2
P532,2014-02-13,0.0,209.818416434,280.597315293,392.367873335,0.0,347.450605418,322.021691082,376.546406666,278.017619814,462.423759812,283.2
P532,2014-02-14,327.121620204,0.0,177.669000505,421.321234726,380.387997517,366.489140226,326.430654476,192.919865347,315.085651184,455.630605952,283.2
P532,2014-02-15,242.76977934,403.818690676,490.782296856,398.880938722,345.362483292,99.7208660577,367.61688047,193.512465262,182.774209909,370.827615449,283.2
P532,2014-02-16,318.687356038,325.426590627,282.970278337,285.939899756,360.833329812,296.745080561,202.888139852,0.0,284.499149709,511.162381451,283.2
P532,2014-02-17,209.982135363,282.391570741,0.0,409.405451275,344.283289979,366.972333541,505.72504625,587.384615642,401.576460267,255.745639124,283.2
P532,2014-02-18,263.332289724,161.98765663,229.825701263,484.184702771,358.804077809,127.993574391,378.64998654,591.965181167,258.336335625,433.346211598,283.2
P532,2014-02-19,472.171478833,482.734854914,245.745750195,389.816596569,0.0,391.1049321,100.110212052,228.624885518,258.913042022,345.660250386,283.2
P532,2014-02-20,428.054260127,261.826202439,523.043671127,44.04539349,0.0,295.453684851,306.947725424,287.907717651,0.0,346.16881682,283.2
P532,2014-02-21,420.32766545,0.0,369.464173277,58.979273242,359.32468681,300.506856259,243.226662437,338.86299119,308.818350914,455.913296257,283.2
P532,2014-02-22,332.01940194,215.790348342,374.224658299,204.671528312,289.87480405,243.945181435,304.231984007,136.986937621,272.620335345,255.642136926,283.2
P532,2014-02-23,207.286953428,192.365038069,295.614560949,428.900003482,339.825024219,191.630100971,307.337608513,207.26448658,309.361756962,359.326845506,283.2
P532,2014-02-24,214.858675983,286.030436408,305.842846581,282.424864477,314.628010185,310.472848354,182.549945331,0.0,155.750302121,0.0,283.2
P532,2014-02-25,292.142486874,272.306608845,0.0,464.986255419,152.733163558,0.0,231.941625163,298.641023474,61.609486998,423.486441227,283.2
P532,2014-02-26,294.833007904,444.621386565,322.517205789,237.202859943,388.522929141,172.430907722,488.944924905,290.146962989,257.267325996,385.689268667,283.2
P532,2014-02-27,253.830351628,362.355842005,171.25736922,496.865426829,357.162899077,385.911699437,324.121893402,367.49096599,196.478578825,520.1992483,283.2
P532,2014-02-28,195.83837235,215.402444764,211.514817062,333.155150445,327.435867395,272.10914633,333.66927478,0.0,344.678642988,260.730207344,283.2
P532,2014-03-01,0.0,227.17638586,234.00006852,204.563975744,212.856612923,291.419360896,320.000945658,416.349768936,385.370395743,415.026587385,227.1
P532,2014-03-02,425.432513762,260.48926338,123.591838798,264.545532981,243.703786514,267.653659994,0.0,364.434298705,308.96538717,309.006321442,227.1
P532,2014-03-03,369.57284805,157.668865323,334.943773877,226.147478433,351.649976047,350.674237386,167.038162316,186.369169446,122.615122658,577.852177528,227.1
P532,2014-03-04,237.549642254,194.061324905,127.441248804,322.773228023,263.520010419,0.0,343.968126952,363.708343133,0.0,375.13334142,227.1
P532,2014-03-05,237.317751826,202.075351576,215.920388803,321.289666561,358.490623343,195.982317902,378.139398018,185.97431526,0.0,479.84734378,227.1
P532,2014-03-06,135.682345311,275.214485843,365.914136404,633.666068315,482.301119974,197.814238558,320.113787905,0.0,371.661422093,238.784163984,227.1
P532,2014-03-07,413.662739198,225.872701673,0.0,230.614271896,251.773910825,292.17528761,467.662451235,191.043054523,319.234030688,520.230875636,227.1
P532,2014-03-08,267.229199655,0.0,164.952635769,0.0,326.658276192,243.617712024,253.506020503,279.102714769,0.0,173.193013393,227.1
P532,2014-03-09,329.394608419,263.005642871,202.100407549,0.0,148.219858479,277.97388635,455.754933713,234.006397383,547.520677922,337.166145293,227.1
P532,2014-03-10,142.020647704,369.417759162,331.572482855,274.232941902,308.744972523,385.813957981,0.0,302.009114032,415.872215832,202.376688469,227.1
P532,2014-03-11,197.902351302,407.789184445,278.28818174,112.319063084,305.941019558,481.72346155,303.743573406,171.03315774,358.804109063,215.414067339,227.1
P532,2014-03-12,329.719248399,256.7598672,342.296706411,376.35660158,359.751593493,0.0,336.838677011,155.887800129,262.472414187,284.980395741,227.1
P532,2014-03-13,282.736800057,248.329729591,0.0,245.276826708,299.177351939,423.760877263,164.02493204,411.782393227,501.71031816,277.589058744,227.1
P532,2014-03-14,255.436053948,123.454312312,114.97010725,382.924212885,395.499444081,530.586933659,0.0,0.0,483.827539311,397.215489633,227.1
P532,2014-03-15,146.259183683,241.912978487,393.963467099,387.523660865,0.0,236.699535771,244.84268877,85.9096675785,252.647781059,437.373585361,227.1
P532,2014-03-16,73.1650138348,182.998007735,302.057546304,0.0,361.676033115,417.456218809,427.983435001,0.0,282.238640592,217.034648277,227.1
P532,2014-03-17,459.476204169,273.172722167,356.611185295,235.602424727,417.773752483,286.399360388,187.95076636,328.075887443,193.176840061,0.0,227.1
P532,2014-03-18,387.314006869,341.485164553,141.371127073,60.2559567033,343.703769969,329.130512399,326.700502236,267.819586852,0.0,298.955548837,227.1
P532,2014-03-19,327.318723544,169.915917567,257.759962262,210.833174922,240.535239755,123.277269642,363.659178699,139.770890721,349.138995792,402.122201261,227.1
P532,2014-03-20,290.186378737,421.214566804,533.209102472,431.394166849,525.562645294,359.743933048,240.475144645,305.586300861,349.525940356,278.340421044,227.1
P532,2014-03-21,294.645817486,240.063423238,336.966086536,228.307521882,364.095286836,0.0,326.690721674,416.282561006,230.883340085,197.167723597,227.1
P532,2014-03-22,0.0,237.708083921,332.649203036,336.46964917,361.678397066,275.846551802,199.658121015,0.0,287.300464638,519.395459364,227.1
P532,2014-03-23,0.0,460.176773122,405.015959304,376.021976038,413.344306693,216.162825461,379.413881654,292.768190436,0.0,358.181140472,227.1
P532,2014-03-24,450.162978605,458.84084934,0.0,0.0,284.490627542,418.388649789,0.0,0.0,174.800385657,0.0,227.1
